관리번호,자치구,AP별 이용량(GB)
YC060007,양천구,751.5825332 
GS120055,강서구,751.3331774 
GD130115,강동구,750.6894472 
YDP000046,영등포구,750.6537419 
SIGMUL007,강서구,750.2532628 
GA070039,관악구,750.2119839 
WN003887,성동구,749.8546744 
WN003863,성동구,749.7683827 
WF190431,노원구,749.2314012 
WF190415,노원구,748.8198531 
SP260085,송파구,748.8113681 
WF120420,중구,748.8043928 
YS050001,용산구,748.1936660 
GS100043,강서구,748.1382524 
WN000700,도봉구,748.1018659 
WF200098,은평구,748.0234122 
GA070036,관악구,747.1048708 
WF191030,은평구,746.7591210 
YC070003,양천구,746.6832695 
SP260037,송파구,746.2833063 
YC170073,양천구,746.0381539 
NW160071,노원구,744.6952028 
WF181120,노원구,744.0160038 
GR030025,구로구,743.7731118 
GR010018,구로구,743.6033710 
WF110051,중구,742.8550312 
HT210027,중구,742.1967545 
WF201099,강동구,742.0988500 
YC100005,양천구,741.5966277 
SB020021,성북구,741.3824635 
WF201853,강동구,740.2776739 
WN003897,성동구,739.8289780 
SD000442,성동구,739.7778805 
WF200140,서초구,739.4097265 
GB020005,강북구,739.1135469 
GS150007,강서구,737.8175602 
GD130048,강동구,737.5425332 
SD000433,성동구,736.8830499 
WN003815,성동구,736.3703068 
WF171013,종로구,736.1009817 
WF191135,중구,736.0757776 
MP010064,마포구,735.9281142 
WF190850,양천구,735.8889811 
GA070083,관악구,735.6828061 
WF200068,중구,735.6407289 
YC090008,양천구,734.9679231 
GB110022,강북구,734.3704893 
SDM050070,서대문구,734.2188913 
EP050007,은평구,733.1267829 
GD130056,강동구,732.8044867 
YC020004,양천구,732.5276616 
YS130001,용산구,732.2105138 
DDM000034,동대문구,731.8544737 
WF191167,중랑구,730.9822744 
YS000062,용산구,730.5286248 
YC150014,양천구,730.0377886 
WF120235,은평구,729.4196006 
GR060049,구로구,728.3105951 
GA120001,관악구,728.2992385 
WF190462,노원구,728.1501279 
GR040032,구로구,727.7913392 
YC170090,양천구,727.7576518 
WF200097,은평구,727.5864066 
GB040002,강북구,727.5224049 
YDP200004,영등포구,727.3964369 
WF190746,성동구,726.5393997 
JG000004,중구,726.4580285 
GN220009,강남구,725.4208504 
WN003808,성동구,724.9541593 
SB160004,성북구,724.8235604 
SC000053,서초구,724.6065349 
SDM050087,서대문구,724.3184768 
WF191174,중랑구,724.1861038 
WF110071,중구,724.1834680 
WF190562,동작구,724.0908453 
WN000673,도봉구,723.2575183 
WF120178,성동구,722.3599988 
SB090004,성북구,722.1294563 
WF110090,중구,721.8274680 
NW040006,노원구,720.4741414 
WN003849,성동구,720.3388111 
WF190560,동작구,719.7988810 
WF120384,중구,719.7322992 
GD130044,강동구,718.2129120 
WF171431,노원구,717.4909020 
EP000049,은평구,715.6112130 
SB160001,성북구,715.4690842 
GB110010,강북구,715.0386767 
WF120423,중구,714.6804968 
GS080026,강서구,714.4967344 
WF110100,중구,714.4196437 
YS120001,용산구,714.0946529 
WF160027,마포구,713.8861074 
WF190565,동작구,713.5840249 
YC130009,양천구,712.9021918 
SD000378,성동구,712.8916994 
WF190779,성북구,712.8336651 
WF140044,은평구,712.6891005 
NW030004,노원구,711.8719277 
WF110097,중구,711.6726871 
WN003964,성동구,711.5554638 
MP010051,마포구,711.4597335 
WF160087,마포구,710.4158094 
WF191155,중구,709.7462262 
YDP150001,영등포구,709.6761207 
YC060011,양천구,709.4443845 
GS100035,강서구,709.3701197 
YC140007,양천구,709.2348773 
MP020059,마포구,708.6887057 
NW160077,노원구,707.0820859 
SD000295,성동구,706.3246209 
YC010013,양천구,706.2757436 
WN003898,성동구,706.2428567 
DDM000040,동대문구,705.6428059 
WN000659,도봉구,705.1236493 
YC170039,양천구,705.0552489 
WF171014,종로구,704.3311059 
WF142437,용산구,704.3143829 
EP050013,은평구,703.9712227 
GD130022,강동구,703.9097337 
YC080002,양천구,703.8921902 
EP000017,은평구,703.5306564 
WF190933,용산구,703.1890204 
GS090024,강서구,701.2649505 
WN000712,도봉구,701.1709870 
WN003813,성동구,700.7415194 
GS010008,강서구,700.6042905 
WF191101,종로구,700.4394300 
YDP000019,영등포구,700.2082809 
SD000407,성동구,700.0616111 
GS140030,강서구,698.5832890 
GR030033,구로구,698.5653514 
NW060001,노원구,698.2224648 
GB070007,강북구,697.9479031 
MP030006,마포구,697.6825980 
SB020035,성북구,697.3493732 
SC000050,서초구,696.9181328 
SB020023,성북구,695.4731201 
YS000060,용산구,694.3099840 
GN120007,강남구,693.3357614 
NW160030,노원구,693.1051116 
WF181295,동작구,692.7687816 
WF190433,노원구,692.7074066 
GS110012,강서구,691.7583379 
WF200026,중구,691.7573124 
YS000042,용산구,691.4314929 
WF205112,중구,690.9301035 
WN000665,도봉구,688.8669476 
YC170088,양천구,688.8370761 
SB020028,성북구,688.5259076 
YC120001,양천구,688.4510429 
WN003805,성동구,688.3385765 
WF160077,마포구,687.3112016 
WF110108,중구,686.7184404 
YC170048,양천구,686.6305384 
YC110001,양천구,686.6106302 
EP000009,은평구,686.0688908 
WF191124,중구,685.9554766 
WF110118,중구,685.0598634 
GB010001,강북구,684.3786672 
SC000062,서초구,684.1646435 
WF200035,중구,684.1277913 
WF161263,관악구,683.9898313 
GB060004,강북구,683.7603108 
SB090002,성북구,682.8337976 
GA150002,관악구,682.7175263 
WN000656,도봉구,682.2712474 
NW150002,노원구,681.6246484 
GN070041,강남구,680.9051565 
WF161661,금천구,680.7063817 
GJ070002,광진구,680.5247764 
WF110088,중구,680.5202507 
NW170001,노원구,680.4264757 
WF161245,관악구,679.8481086 
WF110203,중구,678.8896734 
WF201592,양천구,678.5171981 
GS100068,강서구,678.3096408 
NW010001,노원구,677.3174365 
EP000022,은평구,677.2457712 
DDM000030,동대문구,677.0000293 
JG180002,중구,676.9144372 
YDP010002,영등포구,676.5950953 
GN070050,강남구,676.1410777 
WF200014,중구,675.9318334 
WF152332,송파구,675.4830395 
WF131728,마포구,675.0612113 
NW120005,노원구,674.8282920 
YC090001,양천구,674.6397356 
SB020005,성북구,674.4276067 
WF192005,영등포구,674.2600533 
WF190290,구로구,674.2517048 
WF171145,용산구,674.0913437 
YS000040,용산구,673.5962248 
GN070094,강남구,673.4540296 
WN003811,성동구,673.3726695 
GR140019,구로구,673.1703362 
WF190504,동대문구,673.0442916 
GA070043,관악구,672.7561393 
WN000668,도봉구,672.7430182 
GB020004,강북구,672.1259300 
WF161267,관악구,671.5566664 
NW030005,노원구,671.5206907 
YC120032,양천구,671.2997520 
YC170095,양천구,671.1410080 
DB100012,도봉구,670.6975269 
EP000013,은평구,670.2285224 
WF190931,용산구,669.7592526 
NW050001,노원구,669.5134732 
YC170075,양천구,669.3868153 
GA070077,관악구,668.3084979 
GB110036,강북구,667.6504285 
WF120236,은평구,667.6155204 
YC090002,양천구,667.1207616 
WF141763,도봉구,666.7202178 
YC160004,양천구,666.0726844 
WF190729,서초구,666.0118177 
WF161272,관악구,665.7654847 
SC000072,서초구,664.6309562 
SB020047,성북구,664.1387876 
WF120354,중구,663.7786026 
SC000059,서초구,663.3977127 
WF190087,강북구,663.3442939 
WN003800,성동구,663.2594907 
YC130010,양천구,663.0527909 
YC170055,양천구,662.8490456 
YDP080001,영등포구,662.7733330 
JG170002,중구,662.6131403 
WF190044,강남구,662.4870410 
GD090001,강동구,662.4411200 
WN003999,성동구,662.1261365 
WF205118,중구,662.0998427 
WF190299,구로구,661.5337954 
GB080002,강북구,661.2836943 
SP140002,송파구,661.2538913 
WF205101,중구,660.8678078 
GN200011,강남구,660.5236137 
WF141256,강북구,660.4806045 
GJ100018,광진구,659.4324744 
WF191025,은평구,659.1575830 
GS080008,강서구,658.4652158 
WN000652,도봉구,657.7983917 
WF161242,관악구,657.7000029 
YC010003,양천구,657.3441438 
WF120065,서초구,656.8815768 
WN003865,성동구,656.7372481 
WF120387,중구,656.7154925 
WF190057,강동구,655.9167085 
EP000002,은평구,655.6803479 
NW160013,노원구,655.3153583 
GS180026,강서구,655.1699196 
WF110185,중구,655.0328051 
WF160017,마포구,654.9572859 
YC170061,양천구,654.3763944 
GN110087,강남구,653.6762622 
WF190204,관악구,653.5594753 
WF181298,동작구,653.4879385 
WF121825,용산구,651.3126452 
EP120004,은평구,651.2087446 
WF171184,용산구,650.8954595 
WF171370,도봉구,650.8892151 
YC150002,양천구,650.6339673 
WN000677,도봉구,650.5747869 
YC170006,양천구,650.4893195 
GA070034,관악구,649.5753039 
GS100015,강서구,649.2281385 
SDM110010,서대문구,648.6590380 
SD000447,성동구,648.5216084 
GR030047,구로구,647.4371713 
WF110216,중구,647.2359701 
WF120437,중구,647.1480992 
MP020041,마포구,647.0341188 
WF200084,중구,646.5022376 
GN070004,강남구,646.4657047 
SDM050069,서대문구,645.5809261 
WF171920,관악구,645.4980981 
GR040022,구로구,644.6992228 
WF201385,도봉구,643.7094550 
WN003825,성동구,643.4567459 
DDM000032,동대문구,643.2247422 
HT210004,중구,643.0849370 
WF181110,노원구,642.2360573 
WF190006,강남구,642.0691941 
WN003899,성동구,641.2799900 
WF171699,금천구,640.5041603 
YC060012,양천구,640.2391752 
WF190651,마포구,640.0457625 
GR050027,구로구,639.5544024 
YC080004,양천구,638.8944873 
NW160005,노원구,638.8895546 
MP010013,마포구,638.1151415 
WF200041,중구,637.7527146 
YDP000051,영등포구,637.2005517 
DB140007,도봉구,637.1844298 
SB020030,성북구,637.0408550 
SB020031,성북구,637.0161199 
WF190984,은평구,636.9844005 
WF110016,마포구,636.7287722 
GN050023,강남구,636.4278107 
DDM000021,동대문구,635.2106708 
EP140004,은평구,634.4490755 
WF140008,강북구,633.6703009 
YC050019,양천구,633.6221254 
SC000041,서초구,632.9129656 
YC040013,양천구,632.4942842 
SD000453,성동구,631.9193515 
WN000695,도봉구,631.6465506 
YC170069,양천구,631.5889524 
GS030011,강서구,631.1795485 
JG050002,중구,630.7325046 
WF120221,은평구,630.2124079 
YC050021,양천구,629.9236099 
GN070042,강남구,629.7559441 
WF120238,은평구,628.2074159 
WF190012,강남구,628.1785905 
GB050005,강북구,627.8293838 
GS190008,강서구,627.3561917 
YS000002,용산구,627.1802279 
WF200117,서초구,627.0024969 
WF110080,중구,626.7188927 
GS150008,강서구,625.7591987 
NW160049,노원구,625.6729127 
YC170038,양천구,625.0263751 
WF190823,송파구,624.2428196 
GD130066,강동구,623.7348840 
WF160075,마포구,623.5619727 
NW130008,노원구,623.4336819 
WF180008,중구,623.0912037 
NW160003,노원구,622.8992044 
YDP000062,영등포구,622.6430652 
GJ130007,광진구,622.4672929 
WF190429,노원구,621.8072719 
GD130119,강동구,620.6128554 
SD000092,성동구,620.4191968 
YDP000039,영등포구,620.1143810 
WF190808,송파구,620.0981737 
WF110082,중구,620.0282447 
WN003884,성동구,619.5553662 
GN070040,강남구,619.4939096 
YC070009,양천구,619.2676243 
GN070028,강남구,618.8039389 
NW160008,노원구,618.3540059 
SP260039,송파구,617.8563732 
GD130122,강동구,617.6654950 
GJ010004,광진구,617.1509061 
SB020007,성북구,616.3690211 
SB020003,성북구,616.2069274 
WF200033,중구,616.2048653 
WF190430,노원구,615.7771278 
GR050044,구로구,615.7668029 
SD000009,성동구,615.2083480 
WF120418,중구,614.5589832 
GC100005,금천구,614.3046638 
GR060020,구로구,613.7681719 
YDP100001,영등포구,613.6440115 
GN070080,강남구,613.5227403 
EP050012,은평구,613.2124695 
YC170028,양천구,612.3635625 
WF121603,송파구,612.1875932 
WF190003,강남구,612.0993923 
GS200022,강서구,612.0845993 
WF200069,중구,611.7704620 
SDM050089,서대문구,611.6608688 
WF131729,마포구,611.2673010 
EP000114,은평구,611.2380861 
NW160025,노원구,611.0827978 
WF190274,구로구,611.0080083 
GJ030003,광진구,610.8340845 
YC050023,양천구,610.0460118 
WF110217,중구,610.0201214 
WN003860,성동구,609.7211182 
DB050006,도봉구,609.3542207 
GJ100013,광진구,609.2712187 
WF190764,성북구,609.0308586 
YC070002,양천구,608.9850415 
SD000368,성동구,608.8649503 
GS100017,강서구,608.7557291 
GR100022,구로구,608.6767971 
WN003908,성동구,607.9894617 
GS100072,강서구,607.6445534 
DDM000029,동대문구,607.6390194 
YS000013,용산구,607.5268959 
YS030001,용산구,607.3065139 
MP010044,마포구,607.1390915 
WF160048,마포구,606.8444946 
YDP000017,영등포구,606.6541130 
JN010009,중랑구,606.2524251 
GN070083,강남구,606.1351495 
GA090002,관악구,606.0786616 
NW010007,노원구,605.7263714 
WF2020104,동대문구,605.6975412 
YC170093,양천구,605.3605928 
EP000123,은평구,605.1228616 
YC170107,양천구,604.8135630 
GS030027,강서구,604.6963770 
DB030011,도봉구,604.6832327 
WF151869,마포구,604.6779885 
WF201591,양천구,604.3705371 
GS110020,강서구,604.1358931 
JG140001,중구,603.7558690 
WF190723,서초구,603.6718758 
EP040008,은평구,603.5306334 
GB050002,강북구,602.6242009 
YC120008,양천구,602.3873900 
SDM110011,서대문구,602.0745089 
SC000063,서초구,602.0320217 
GS030042,강서구,601.0953026 
GB090004,강북구,598.6844614 
GS010009,강서구,598.5748853 
SC000021,서초구,598.4552207 
WF181127,노원구,598.2733069 
SD000390,성동구,598.1300955 
GA070038,관악구,597.5999557 
WF171262,동대문구,597.5125074 
WF120332,중구,597.4272523 
GS150003,강서구,597.2330672 
MP020053,마포구,597.2278306 
WF190202,관악구,596.2884939 
WF120467,중구,595.9480384 
EP010005,은평구,595.8087103 
MP010022,마포구,595.6705130 
SC000014,서초구,594.8781447 
WF121822,용산구,594.8140815 
GN060049,강남구,594.4134321 
WN003996,성동구,593.5093322 
GN160004,강남구,593.2325126 
WF200081,중구,593.0047470 
WF131742,마포구,592.8014734 
WF200029,중구,592.4894580 
WF190263,광진구,591.5428353 
SC130002,서초구,591.3503700 
WF120216,은평구,591.0049809 
YC080018,양천구,590.9952940 
GB130005,강북구,590.6110576 
WF200039,중구,590.5232126 
GB110007,강북구,590.4396503 
WF190963,용산구,589.9781824 
YDP330003,영등포구,589.8098441 
WF190548,동작구,589.2736498 
WF110107,중구,589.0819061 
DDM000001,동대문구,589.0564039 
EP070032,은평구,588.9779724 
YC120016,양천구,588.8389215 
GR030065,구로구,588.7723966 
YC170077,양천구,588.7274491 
GJ100036,광진구,588.4863527 
NW160046,노원구,588.1978148 
WF190330,금천구,587.6270984 
NW010003,노원구,587.5911506 
YC160012,양천구,587.5224220 
SC000028,서초구,587.3603219 
NW160039,노원구,586.9435824 
YS080002,용산구,586.8626437 
YC150023,양천구,585.2181659 
WF162493,중구,584.9706023 
WF120153,서초구,584.1664350 
WF110136,중구,584.0055555 
NW040002,노원구,583.8372165 
WF171028,중구,583.6649753 
WF181033,성동구,583.3787452 
GJ060006,광진구,583.2977948 
YC170002,양천구,583.2276578 
WN000671,도봉구,583.0955984 
WF171775,금천구,582.3774551 
GB050006,강북구,582.2469777 
SD000213,성동구,581.9795131 
GD130017,강동구,581.6699507 
GN070089,강남구,581.4917862 
GS180099,강서구,581.2709961 
YS000037,용산구,581.2648657 
YC170074,양천구,581.2313400 
WF120254,은평구,580.9145635 
GN070058,강남구,580.7030449 
WN003826,성동구,580.6932683 
WF120298,중구,580.6656756 
YC060009,양천구,580.6490886 
YC030003,양천구,579.8545009 
WF121358,동대문구,579.2991310 
YC170060,양천구,579.0716336 
YC170040,양천구,578.3770395 
WF110057,중구,578.3523645 
WF201319,도봉구,577.7767999 
WF152541,용산구,577.6160637 
WF190766,성북구,577.5177309 
SP260082,송파구,577.4745404 
YDP130001,영등포구,577.4269440 
YC170026,양천구,577.1772898 
WF161261,관악구,576.9372073 
WF200076,중구,576.8785717 
DDM000039,동대문구,576.5744506 
SD000013,성동구,576.1370637 
NW010013,노원구,576.0111411 
WF131730,마포구,574.1201643 
WF190096,강북구,573.9697869 
DBGURUCUS014,도봉구,573.8030117 
DDM000007,동대문구,572.8915779 
WN000705,도봉구,572.7588741 
WN000709,도봉구,572.6645690 
WF190690,서대문구,572.6436246 
WF200016,중구,572.2445711 
JN020004,중랑구,571.6700767 
GD130012,강동구,571.5170723 
YC150005,양천구,571.1288910 
DB120003,도봉구,571.0591654 
NW160070,노원구,570.7069908 
WF200059,중구,570.1439544 
GB110023,강북구,569.8714542 
DB090011,도봉구,569.5898425 
WF171761,금천구,569.3491839 
WF192029,마포구,568.6476414 
YC050018,양천구,568.4094719 
EP030004,은평구,568.3647544 
SD000186,성동구,568.3313446 
WF200034,중구,568.1274363 
WN003853,성동구,567.2490932 
GS100031,강서구,567.1434456 
YDP000038,영등포구,565.5841340 
WF120400,중구,565.3361110 
YS000023,용산구,565.2904740 
WN003836,성동구,565.1411439 
JG070001,중구,565.0955912 
DDM000006,동대문구,564.4122974 
NW160036,노원구,564.3250961 
WF191202,마포구,564.0691064 
YC050031,양천구,563.7674841 
GA070081,관악구,563.5916705 
GN070016,강남구,563.2313605 
GS100023,강서구,562.8934754 
WF172275,도봉구,562.1959564 
GA070030,관악구,561.3915015 
WF120404,중구,561.2590324 
WF120458,중구,561.1517504 
WF201520,성동구,561.0123271 
GS100033,강서구,559.3162389 
GS170043,강서구,559.0317615 
GD130030,강동구,557.7333502 
WF190262,광진구,556.9666494 
EP000042,은평구,556.8838925 
WF190614,동작구,556.8647929 
WF181119,노원구,556.7628016 
YC170010,양천구,556.1436764 
DDM000033,동대문구,556.0821389 
GJ130009,광진구,555.9973568 
GN010098,강남구,555.9214887 
WF171422,노원구,555.8895965 
SD000076,성동구,555.6081983 
GC040002,금천구,555.4141517 
WF110199,중구,555.3362909 
GB060001,강북구,555.1790525 
SP260063,송파구,554.9775703 
YDP200008,영등포구,554.6816713 
WF190976,은평구,554.6668206 
WF110102,중구,554.5444574 
GD130015,강동구,554.4812508 
JG000042,중구,554.2622036 
YS170005,용산구,554.2141463 
SB020009,성북구,553.7853745 
YC150019,양천구,553.7586558 
YDP020001,영등포구,553.7162642 
